% MP,res,freq (Hz),real(mf.VCoil_2/(mf.ICoil_1*mf.omega*1j)) (H),imag(mf.VCoil_2/(mf.ICoil_1*mf.omega*1j)) (H),real(mf.VCoil_3/(mf.ICoil_1*mf.omega*1j)) (H),imag(mf.VCoil_3/(mf.ICoil_1*mf.omega*1j)) (H)
300,1e-06,3000,0.000654960330895357,-4.24578142768661e-06,0.000358420922455271,-0.00017211348499616
300,1e-06,6000,0.000649792947472002,-3.75026499226974e-05,0.000303331338690192,-0.000120989799069314
300,1e-06,12000,0.000617873401602818,-6.60275008985456e-05,0.000267732347886661,-0.000101066756362938
300,1e-06,24000,0.000574894484912954,-7.46066166288606e-05,0.000226109733797562,-9.07767348797703e-05
300,1e-06,48000,0.000539330801674339,-7.17646872707e-05,0.000185501315612815,-7.38415847018538e-05
400,2e-07,375,0.000608396168362419,4.24192510264709e-07,0.000664015730570747,-0.000101301198574961
400,2e-07,750,0.000610978369250127,9.17881474079911e-06,0.000603955374955465,-0.000169298546887907
400,2e-07,1500,0.000625238232012531,1.31029875313864e-05,0.000479430662613399,-0.000210746195566564
400,2e-07,3000,0.00064135627704073,-3.21974043248112e-06,0.000358756543943719,-0.000171764336732401
400,2e-07,6000,0.000637331493643714,-3.62954914557571e-05,0.00030348552739635,-0.000120986054696778
400,2e-07,12000,0.000605978164960864,-6.5169764261088e-05,0.000267767579515812,-0.0001010877823899
400,2e-07,24000,0.000563177164192251,-7.39373808510441e-05,0.000226124306680035,-9.07814457385223e-05
400,2e-07,48000,0.000527458428845112,-7.10691518424684e-05,0.00018551561910696,-7.38460505543884e-05
400,4e-07,375,0.000615211457378284,2.2664866873461e-06,0.000664899386817772,-0.000101637145275629
400,4e-07,750,0.000618700833183612,1.02560877196791e-05,0.000604507285371531,-0.000169902598765185
400,4e-07,1500,0.000633189004163502,1.29952296346142e-05,0.000479444179834172,-0.000211314285329948
400,4e-07,3000,0.000648644726934392,-4.11457104350011e-06,0.000358567031457492,-0.00017193560169412
400,4e-07,6000,0.000643816261206307,-3.72346577063607e-05,0.000303407248499378,-0.000120980183073056
400,4e-07,12000,0.000612006874560407,-6.57948878403845e-05,0.000267752009614618,-0.000101076029572284
400,4e-07,24000,0.000569196238960318,-7.42504183799981e-05,0.000226117420162701,-9.07795683269218e-05
400,4e-07,48000,0.000533912398577358,-7.16555068303433e-05,0.000185507881015569,-7.38436405216091e-05
400,6e-07,375,0.000618718805081881,3.45725207944903e-06,0.000665435916763732,-0.000101763460053478
400,6e-07,750,0.000622725319251726,1.10365582933683e-05,0.000604834268595443,-0.000170234598901571
400,6e-07,1500,0.000637473162067509,1.32558874716625e-05,0.000479477614924858,-0.000211633516054868
400,6e-07,3000,0.000652768225886941,-4.28442142425952e-06,0.000358467169963828,-0.000172048005958405
400,6e-07,6000,0.000647672159670494,-3.74874699515457e-05,0.00030335832676436,-0.000120983171199063
400,6e-07,12000,0.000615761151242629,-6.60117333267065e-05,0.000267740541777967,-0.000101069273975303
400,6e-07,24000,0.000572864982665395,-7.45287825737807e-05,0.000226112900793484,-9.07779551330998e-05
