% MP,res,freq (Hz),real(mf.VCoil_2/(mf.ICoil_1*mf.omega*1j)) (H),imag(mf.VCoil_2/(mf.ICoil_1*mf.omega*1j)) (H),real(mf.VCoil_3/(mf.ICoil_1*mf.omega*1j)) (H),imag(mf.VCoil_3/(mf.ICoil_1*mf.omega*1j)) (H)
600,8e-07,3000,0.000659250580680355,-4.13813783260678e-06,0.000358311383187606,-0.000172244279341123
600,8e-07,6000,0.000653965089282496,-3.74195125714732e-05,0.000303275221846287,-0.000120993739028519
600,8e-07,12000,0.000622254575761667,-6.58931576147021e-05,0.000267719394581971,-0.00010105838627505
600,8e-07,24000,0.000579742097540182,-7.49262753999289e-05,0.000226104492335746,-9.07750342685314e-05
600,8e-07,48000,0.000544205032284818,-7.34662265435663e-05,0.000185495829340907,-7.38382712891837e-05
600,1e-06,375,0.000624970983350524,6.12859646403445e-06,0.000666426163544459,-0.000101913555898093
600,1e-06,750,0.000630386972751315,1.31059961717349e-05,0.000605582425478698,-0.000170842609286383
600,1e-06,1500,0.000645907384700685,1.43394917985407e-05,0.000479599723068882,-0.000212310913658473
600,1e-06,3000,0.000661184362792506,-3.96810120835599e-06,0.000358270718953477,-0.000172312280602228
600,1e-06,6000,0.000655895033639994,-3.72694299354837e-05,0.0003032483279927,-0.000121001998142545
600,1e-06,12000,0.000624274900539547,-6.57066738742861e-05,0.000267710979537009,-0.000101055839812757
600,1e-06,24000,0.000581874517319605,-7.48053909257906e-05,0.000226101406497151,-9.07740021386076e-05
600,1e-06,48000,0.000546372453388712,-7.33793747657704e-05,0.000185493176860366,-7.38375432640882e-05
700,2e-07,375,0.000613978987731734,1.90689434523852e-06,0.000664723348666199,-0.000101569732568199
700,2e-07,750,0.000617271119224175,9.88596381572848e-06,0.00060436779031329,-0.000169819298752861
700,2e-07,1500,0.000631570062748545,1.28617256786261e-05,0.000479396361300802,-0.000211181141229645
700,2e-07,3000,0.000647191368103736,-4.02431542324761e-06,0.000358602987972923,-0.000171876017756984
700,2e-07,6000,0.000642759197260386,-3.73265714123537e-05,0.000303427345505456,-0.000120972855969378
700,2e-07,12000,0.000611193661677071,-6.67952494511839e-05,0.000267759030665843,-0.000101075577557442
700,2e-07,24000,0.000567466467254019,-7.68620415195437e-05,0.000226120148073758,-9.07780313223795e-05
700,2e-07,48000,0.000529278696422485,-7.47478792766459e-05,0.000185514109360066,-7.38411454512234e-05
700,4e-07,375,0.000619736815222796,3.92760143276212e-06,0.000665533880154083,-0.000101784939882176
700,4e-07,750,0.000624173836626858,1.13687073548689e-05,0.000604966655328523,-0.00017034866099902
700,4e-07,1500,0.000638971915254487,1.32884860428924e-05,0.000479464773781325,-0.000211754499746811
700,4e-07,3000,0.000654170622739238,-4.34820531524159e-06,0.000358423521158563,-0.000172072649234433
700,4e-07,6000,0.000649095010958704,-3.7542487936934e-05,0.000303343928590162,-0.000120977772867335
700,4e-07,12000,0.000617454958537489,-6.62543786042408e-05,0.000267738689267157,-0.000101065437686509
700,4e-07,24000,0.000574767874410894,-7.57855727141552e-05,0.00022611150934505,-9.07767153811767e-05
700,4e-07,48000,0.000538237780135923,-7.48342769436591e-05,0.000185503363383197,-7.38386887817068e-05
700,6e-07,375,0.000622627988906413,5.06518821082665e-06,0.000665990614202795,-0.000101887087981903
700,6e-07,750,0.000627630353330875,1.23164562720035e-05,0.000605298120476787,-0.000170611876903577
700,6e-07,1500,0.000642837784978163,1.37886389815035e-05,0.00047953034764323,-0.000212063556354007
700,6e-07,3000,0.000658013542133967,-4.24083371278275e-06,0.000358334339480557,-0.00017219778363013
700,6e-07,6000,0.000652761334280511,-3.74847319739342e-05,0.000303292996766491,-0.000120986932320533
700,6e-07,12000,0.000621093154621425,-6.60101952561372e-05,0.000267725148861745,-0.000101059752194568
700,6e-07,24000,0.000578648182951066,-7.52704963413766e-05,0.000226106357964392,-9.07755000038503e-05
700,6e-07,48000,0.000542803741674997,-7.43412986672699e-05,0.000185497749725203,-7.38378096295605e-05
700,8e-07,375,0.000624479033564086,5.88283630855449e-06,0.000666312182010776,-0.000101930415218868
700,8e-07,750,0.000629848359061275,1.29740029868443e-05,0.00060552378778512,-0.000170787194364988
700,8e-07,1500,0.000645346179115648,1.42121076763593e-05,0.000479583627583643,-0.00021226814357617
700,8e-07,3000,0.000660571493876841,-4.05178068789402e-06,0.000358279234166923,-0.000172287349187776
700,8e-07,6000,0.000655278285603383,-3.73309148903937e-05,0.000303257340388913,-0.000120996662863113
700,8e-07,12000,0.000623672024357047,-6.57807652820314e-05,0.000267714606505503,-0.000101056167850111
700,8e-07,24000,0.000581352995124092,-7.49809479227097e-05,0.000226102526770855,-9.07743835758505e-05
700,8e-07,48000,0.000545793239011006,-7.39894977734292e-05,0.00018549404798414,-7.38371498684094e-05
700,1e-06,375,0.000625790174562586,6.5197862134662e-06,0.000666551956472775,-0.000101940961478702
700,1e-06,750,0.000631457121908495,1.34756958199889e-05,0.00060569876516389,-0.000170918055689069
700,1e-06,1500,0.000647153826569835,1.45616362402575e-05,0.000479626473233124,-0.000212418161781687
700,1e-06,3000,0.000662445555212541,-3.8550459830544e-06,0.000358240898831624,-0.000172356178820182
700,1e-06,6000,0.000657158860497553,-3.71498493638703e-05,0.000303230516676421,-0.000121005868650588
700,1e-06,12000,0.000625647483461664,-6.55489246992587e-05,0.000267705958177397,-0.000101053824186712
700,1e-06,24000,0.00058345380954733,-7.47691749903419e-05,0.000226099396240728,-9.07734007023557e-05
700,1e-06,48000,0.000548015544651737,-7.37584494760146e-05,0.000185491291380659,-7.38365535905035e-05
800,2e-07,375,0.000615191909145825,2.27073392832885e-06,0.000664885599557499,-0.000101627083465912
800,2e-07,750,0.000618666212174039,1.00990745569444e-05,0.000604466517454142,-0.000169935618047451
800,2e-07,1500,0.000633013260671063,1.28764036388235e-05,0.000479393511125981,-0.000211282394631132
800,2e-07,3000,0.00064857475321385,-4.1487662586288e-06,0.000358567906640747,-0.000171905399878055
800,2e-07,6000,0.000644088081367127,-3.75540095735916e-05,0.000303412465008915,-0.000120970302767635
800,2e-07,12000,0.000612459293093456,-6.7229368163735e-05,0.000267756792761723,-0.000101072369596611
800,2e-07,24000,0.000568445088128746,-7.7655279253467e-05,0.000226119256272209,-9.07770663236575e-05
800,2e-07,48000,0.000529547425676187,-7.56454293171471e-05,0.000185513962123322,-7.38399944455099e-05
800,4e-07,375,0.000620716260464264,4.32149547687317e-06,0.000665683578495946,-0.000101813559588481
800,4e-07,750,0.000625364632396308,1.16486780347991e-05,0.00060507343529447,-0.000170447621618655
800,4e-07,1500,0.000640254622060387,1.34025201456635e-05,0.000479473138949626,-0.000211855286012516
800,4e-07,3000,0.00065542666733733,-4.34187246871698e-06,0.000358392018609744,-0.000172106226619658
800,4e-07,6000,0.000650337246052567,-3.75558379552483e-05,0.000303328681013892,-0.000120978367519863
800,4e-07,12000,0.000618783224322124,-6.63396285179254e-05,0.000267735104609479,-0.000101062918050941
800,4e-07,24000,0.000576120453956643,-7.6198357100741e-05,0.000226110066290816,-9.07758785672036e-05
800,4e-07,48000,0.000539219229171102,-7.56879515448458e-05,0.000185502394916592,-7.38373997882983e-05
800,6e-07,375,0.000623460052947204,5.44343933365245e-06,0.000666120388338745,-0.000101903836499863
800,6e-07,750,0.000628695989956112,1.26225986908845e-05,0.000605406959988292,-0.000170696723310561
800,6e-07,1500,0.000644013563448818,1.3945336346151e-05,0.00047954553991603,-0.00021216102619316
800,6e-07,3000,0.000659184391464881,-4.18251916514383e-06,0.000358305328317243,-0.00017223357837098
800,6e-07,6000,0.000653928281678563,-3.74261121647057e-05,0.000303277742760385,-0.000120988888589238
800,6e-07,12000,0.000622363888270881,-6.59571317393463e-05,0.000267721128927763,-0.000101057688135134
800,6e-07,24000,0.000580063958524591,-7.54514471446406e-05,0.000226104699587191,-9.07748055450777e-05
800,6e-07,48000,0.000544060284909847,-7.49855273975762e-05,0.000185496411561352,-7.38366587085862e-05
800,8e-07,375,0.00062521939574652,6.23450510670253e-06,0.000666427001694569,-0.000101946191129559
800,8e-07,750,0.00063081697632536,1.32931311957414e-05,0.000605630429512871,-0.000170859423505398
800,8e-07,1500,0.0006464434338007,1.43915029317244e-05,0.000479603368881748,-0.000212362184761949
800,8e-07,3000,0.000661677931557219,-3.96302360183217e-06,0.000358252514893024,-0.000172324403071287
800,8e-07,6000,0.000656387782378567,-3.72345110238639e-05,0.000303242131243675,-0.000120999560588026
800,8e-07,12000,0.000624887217648479,-6.56611823048965e-05,0.000267710363539974,-0.000101054375229046
800,8e-07,24000,0.000582755794445731,-7.50214384479623e-05,0.000226100778149151,-9.07737907880309e-05
800,8e-07,48000,0.000547168932431032,-7.4463801812193e-05,0.000185492519852131,-7.38361386066314e-05
800,1e-06,375,0.000626466129132108,6.85047312275352e-06,0.000666657540473503,-0.000101958755137813
800,1e-06,750,0.000632346438375927,1.37954387916435e-05,0.000605800148547129,-0.000170980687308269
800,1e-06,1500,0.000648189901555572,1.47564787575655e-05,0.000479649852571894,-0.000212508773116312
800,1e-06,3000,0.000663499453100423,-3.74606529205821e-06,0.000358216195323269,-0.00017239385392309
800,1e-06,6000,0.000658221950449673,-3.70296582281886e-05,0.000303215413655161,-0.000121009518897984
800,1e-06,12000,0.000626816701484557,-6.5390518917322e-05,0.000267701551300126,-0.000101052221859377
800,1e-06,24000,0.000584823980664318,-7.47223522701336e-05,0.000226097608138222,-9.0772870004929e-05
800,1e-06,48000,0.000549443655900743,-7.41003215035801e-05,0.000185489660628305,-7.38356630343642e-05
900,2e-07,375,0.000616222926901062,2.59263948569431e-06,0.000665025972196036,-0.00010167515219666
900,2e-07,750,0.000619859925906725,1.02979072550613e-05,0.000604553151180285,-0.000170035302787606
900,2e-07,1500,0.000634261128635985,1.29101579539735e-05,0.000479392778496649,-0.000211370561996123
900,2e-07,3000,0.000649788859164415,-4.24044430168629e-06,0.000358537488836736,-0.000171932119734306
900,2e-07,6000,0.000645263047408603,-3.77549332342986e-05,0.00030339907863212,-0.000120968181127625
900,2e-07,12000,0.000613570697234088,-6.76283545052361e-05,0.000267754784522621,-0.000101069448695995
900,2e-07,24000,0.000569278308838086,-7.83834522786279e-05,0.000226118524479205,-9.07761736386668e-05
900,2e-07,48000,0.000529725807144532,-7.64218605819887e-05,0.000185513901717356,-7.3839014411696e-05
900,4e-07,375,0.000621548828903858,4.66330899669789e-06,0.000665813781039973,-0.000101837695149159
900,4e-07,750,0.000626377449950097,1.18982749584112e-05,0.000605166345922026,-0.000170532021811439
900,4e-07,1500,0.000641352439856081,1.35144127276052e-05,0.000479481454996203,-0.000211942411231758
900,4e-07,3000,0.000656511740279375,-4.31858810490847e-06,0.000358365239637054,-0.000172136013711566
900,4e-07,6000,0.000651424711057478,-3.7551888273673e-05,0.00030331521724985,-0.000120979259441729
900,4e-07,12000,0.000619956636616088,-6.64139500272831e-05,0.000267731831196052,-0.00010106068854897
900,4e-07,24000,0.000577308592687392,-7.65790404276584e-05,0.000226108803735959,-9.07750862966197e-05
900,4e-07,48000,0.000540052789623297,-7.64686872850539e-05,0.000185501594077096,-7.38362376231636e-05
900,6e-07,375,0.000624165542628374,5.77468993429399e-06,0.000666234174432233,-0.000101915985804688
900,6e-07,750,0.000629600830615879,1.28899713401301e-05,0.000605501280716337,-0.00017076947429748
900,6e-07,1500,0.00064501645906035,1.40903872088162e-05,0.000479559664369808,-0.000212245090394464
900,6e-07,3000,0.00066018895330274,-4.11785463977365e-06,0.000358280718451437,-0.00017226498618216
900,6e-07,6000,0.000654939935574582,-3.73582988494229e-05,0.000303264448915461,-0.00012099095485164
900,6e-07,12000,0.000623481055890002,-6.58988645592223e-05,0.000267717479817796,-0.000101055932088408
900,6e-07,24000,0.000581313197648296,-7.56181787397702e-05,0.000226103221009152,-9.07741495722669e-05
900,6e-07,48000,0.000545155573845119,-7.55766581323253e-05,0.000185495261915159,-7.38356140064711e-05
900,8e-07,375,0.000625843122150222,6.5417932021257e-06,0.000666526947280936,-0.000101956052121294
900,8e-07,750,0.000631640685053161,1.3570532079485e-05,0.000605723457631101,-0.000170921645118127
900,8e-07,1500,0.000647376881874022,1.45537814874361e-05,0.000479621239319237,-0.000212443055544129
900,8e-07,3000,0.000662623958061043,-3.87508006167089e-06,0.000358229848773708,-0.000172356787431431
900,8e-07,6000,0.000657343905211568,-3.71355655168242e-05,0.000303228961067458,-0.000121002394720424
900,8e-07,12000,0.00062594833598731,-6.55408422729456e-05,0.000267706546460176,-0.0001010528957838
900,8e-07,24000,0.000583994491137519,-7.50558225534937e-05,0.000226099206695263,-9.07732385574674e-05
900,8e-07,48000,0.000548376032405211,-7.48986473788147e-05,0.000185491192646735,-7.38352183401801e-05
900,1e-06,375,0.000627034931274543,7.13673978689412e-06,0.000666748365720467,-0.000101970011397293
900,1e-06,750,0.000633102925360452,1.40747943866284e-05,0.000605889413510954,-0.000171034277259981
900,1e-06,1500,0.000649069867914939,1.49297247310434e-05,0.000479670607494657,-0.000212586666432455
900,1e-06,3000,0.000664398809506697,-3.64263422480784e-06,0.000358195278235477,-0.000172426727027431
900,1e-06,6000,0.000659134498627435,-3.69120046589654e-05,0.000303202377041211,-0.000121012960849697
900,1e-06,12000,0.000627831927838191,-6.52357845327216e-05,0.00026769762299878,-0.000101050924662812
900,1e-06,24000,0.000586031512366649,-7.46731228045853e-05,0.000226095997727577,-9.07723883410706e-05
900,1e-06,48000,0.000550700493488875,-7.44134869698603e-05,0.000185488233502911,-7.3834850845877e-05
1000,2e-07,375,0.000617114519345621,2.88062244595124e-06,0.000665149251815487,-0.000101716096672961
1000,2e-07,750,0.000620897841994647,1.0483458252338e-05,0.000604630139522407,-0.000170122001033922
1000,2e-07,1500,0.000635356692443056,1.29558646428901e-05,0.000479393549191963,-0.000211448455387966
1000,2e-07,3000,0.000650868937847451,-4.31008750484531e-06,0.000358510673549853,-0.000171956616120716
1000,2e-07,6000,0.000646312570383206,-3.79369126033848e-05,0.000303386928533386,-0.000120966359945839
1000,2e-07,12000,0.000614556998130402,-6.79981567118415e-05,0.000267752974599069,-0.000101066768297672
1000,2e-07,24000,0.000569993668743773,-7.90554439731421e-05,0.000226117920067101,-9.07753471966749e-05
1000,2e-07,48000,0.000529840208179762,-7.70964476874363e-05,0.000185513898464554,-7.38381730082152e-05
1000,4e-07,375,0.00062226821500818,4.96338791428206e-06,0.000665928253007642,-0.000101858514604018
1000,4e-07,750,0.000627253783108952,1.21229559207994e-05,0.000605248373463496,-0.000170605146640815
1000,4e-07,1500,0.000642307233133595,1.36227090297169e-05,0.000479489610726165,-0.000212018793188899
1000,4e-07,3000,0.000657463644049923,-4.28463659666637e-06,0.000358342113420203,-0.000172162769718941
1000,4e-07,6000,0.000652390055207313,-3.75377563935776e-05,0.000303303166028213,-0.000120980335946126
1000,4e-07,12000,0.000621004262224794,-6.64820747665268e-05,0.000267728824959125,-0.000101058684777742
1000,4e-07,24000,0.000578363377478382,-7.69330288456155e-05,0.000226107685587475,-9.07743357544986e-05
1000,4e-07,48000,0.00054076667661101,-7.71868148244006e-05,0.000185500928533277,-7.38351827995449e-05
1000,6e-07,375,0.000624775290777305,6.06767350949105e-06,0.000666335199438833,-0.000101925357674632
1000,6e-07,750,0.000630382038731739,1.31266875752365e-05,0.000605584093960144,-0.000170832665836548
1000,6e-07,1500,0.000645886237736043,1.42246644440333e-05,0.000479572808411614,-0.000212318688862378
1000,6e-07,3000,0.000661064749891691,-4.05025313042613e-06,0.000358259520673546,-0.000172292909644734
1000,6e-07,6000,0.00065583036953435,-3.72860025516216e-05,0.000303252695231328,-0.000120993071295903
1000,6e-07,12000,0.000624475994631359,-6.58402501506001e-05,0.000267714137306846,-0.000101054406630207
1000,6e-07,24000,0.000582426683084347,-7.57743212608482e-05,0.000226101892837892,-9.07735251381137e-05
1000,6e-07,48000,0.000546120309018246,-7.61235813835575e-05,0.000185494264906087,-7.38346572383177e-05
1000,8e-07,375,0.000626379242688281,6.81454961192825e-06,0.000666615484419248,-0.000101962157221876
1000,8e-07,750,0.000632352641601498,1.38143614082758e-05,0.000605805395137465,-0.000170976031465985
1000,8e-07,1500,0.000648184714337033,1.47015529930689e-05,0.00047963757597448,-0.00021251367482973
1000,8e-07,3000,0.000663446074553275,-3.78942180939002e-06,0.000358210318522837,-0.000172385456569753
1000,8e-07,6000,0.000658180869555379,-3.70369344412294e-05,0.000303217390614052,-0.000121005149650932
1000,8e-07,12000,0.000626888346282997,-6.54233430120444e-05,0.00026770307562445,-0.000101051650561203
1000,8e-07,24000,0.000585100059482433,-7.50881073664376e-05,0.000226097782305144,-9.07727181245678e-05
1000,8e-07,48000,0.000549446539070471,-7.53008307111815e-05,0.000185490027244372,-7.38343739323202e-05
1000,1e-06,375,0.000627522050579295,7.3893939872741e-06,0.000666828062232895,-0.000101976793180078
1000,1e-06,750,0.00063375762218228,1.43209303238049e-05,0.00060596863303295,-0.000171081082156052
1000,1e-06,1500,0.000649830163974721,1.50855224112649e-05,0.000479689285400802,-0.000212654594387917
1000,1e-06,3000,0.000665179020134611,-3.54505266544197e-06,0.000358177268062523,-0.000172455783983911
1000,1e-06,6000,0.000659930480107602,-3.67983533427592e-05,0.000303190961329585,-0.000121016212689172
1000,1e-06,12000,0.000628726875907769,-6.50869302738119e-05,0.000267694079498433,-0.00010104985561099
1000,1e-06,24000,0.000587108499544562,-7.4625776733132e-05,0.000226094533271993,-9.07719423294341e-05
1000,1e-06,48000,0.000551818079514457,-7.47033348292978e-05,0.000185486973295681,-7.38341036426022e-05
